userId,contentcode,rating
yfmrfel@google.com,125880,2
zbuciev22@google.com,2622715,5
ogknkm82@google.com,135136,3
kehfykth@google.com,142984,4
ohqixes2@google.com,129439,4
ogjqwfl5@google.com,522952,5
pqysx501@google.com,2606229,5
gwff@google.com,2629105,0
qfloy33@google.com,507479,1
hrjghvbv240@google.com,129156,3
pvts577@google.com,1622799,0
hsqb78@google.com,126585,3
lcedddm436@google.com,716538,4
krism1@google.com,2648073,3
wnoxyme65@google.com,2577521,1
ldplqac670@google.com,402101,1
pwcxm624@google.com,2657715,1
mozxpbdg068@google.com,130621,4
xqhi@google.com,1579747,4
wwilj@google.com,1985854,0
imjvk3627@google.com,2685272,3
iovm64@google.com,710635,1
lusyvsvq@google.com,988459,1
ncadikb@google.com,2612816,4
mbagktr241@google.com,128758,2
wypoz6045@google.com,2381769,4
tyxjomfx8@google.com,1890177,1
vjmsnzo8@google.com,1622179,5
ddut5@google.com,250577,4
dywzwun@google.com,130733,1
rjmhwrlp@google.com,132114,1
skgyty5@google.com,2553644,4
rvyalw9065@google.com,134877,2
bmmlbs@google.com,126157,2
nvkyiht44@google.com,126501,0
phaam@google.com,2000475,5
nlsyowkx5@google.com,580102,0
juhfwsp3145@google.com,811327,4
fycutzj947@google.com,772462,5
zbilvnnb4574@google.com,131912,1
uzxjlzp8@google.com,135563,2
knhwx9421@google.com,139224,2
radrny801@google.com,2685282,1
qgzsv6@google.com,2670841,4
lspry2@google.com,2384364,0
hlsoppiy21@google.com,2032450,3
kypsnqx@google.com,1350167,3
shkycnu2@google.com,126416,4
wrpg97@google.com,138115,5
rzjfdesw7524@google.com,1957336,1
ndhnuys9727@google.com,131912,1
tcojas0@google.com,132772,3
kjixf553@google.com,2569612,1
ppuj718@google.com,2593272,5
mleeyks3@google.com,1576971,1
naejd7@google.com,1576464,3
ncadikb@google.com,749479,5
dnttgz51@google.com,2706354,1
doylwg@google.com,129697,3
jaxen62@google.com,136078,1
nnjwf266@google.com,130614,5
qphsopuc4502@google.com,1955953,2
hdcharp9@google.com,2021698,3
gilwn900@google.com,128418,0
wdijwcr1@google.com,139689,0
xndyydjx0660@google.com,2569515,4
qbnt56@google.com,226926,2
nvkdcdo6871@google.com,1624429,2
gcwwqslz3878@google.com,128670,2
qoutrl@google.com,2371880,0
tupup148@google.com,2685273,0
xtdzaf17@google.com,128952,5
tnaxugc4@google.com,1949905,1
knhwx9421@google.com,127241,5
oxpyp@google.com,129156,3
euohwr5631@google.com,2580070,0
fclvmya3@google.com,125790,0
ggcdgjpm1651@google.com,2615324,4
iaqunh@google.com,2685473,3
uolakpky6@google.com,2569871,4
wwqon2642@google.com,1889094,0
pehpybrm27@google.com,2624165,4
udwke4@google.com,793418,3
uakjc8672@google.com,127508,0
yqpqnw849@google.com,2600188,3
jxsovp@google.com,2705052,1
rjpcpvj8138@google.com,945148,2
mkmc4418@google.com,132469,4
esizxfg9@google.com,132772,0
gvdir9249@google.com,130233,3
vxdcfpis1@google.com,130614,3
gatksi4149@google.com,127508,1
beypxt@google.com,2659776,0
vynrv5163@google.com,128952,3
wsrju0346@google.com,1953272,0
aanv@google.com,130611,2
kshj7@google.com,635593,4
zgxafl2304@google.com,402101,4
esizxfg9@google.com,130728,3
pyzc3@google.com,125735,2
hhyff@google.com,2643060,4
hebsg699@google.com,2360786,1
euip661@google.com,2629105,5
ngcrhf07@google.com,2515265,4
glrvh184@google.com,125787,4
guhr70@google.com,131361,1
jilpkspa7@google.com,2629074,2
cnnncgp3@google.com,2648073,3
rtbe2705@google.com,130840,4
lwgkzrzn538@google.com,2572443,1
raytzj5@google.com,125605,1
qwheg@google.com,126416,3
jxhfok622@google.com,2713440,2
ujot9907@google.com,131986,0
dzkinjb@google.com,2702651,2
frmlt@google.com,789501,2
xjem3918@google.com,736597,1
dlrpff6546@google.com,132126,1
daafnka6529@google.com,2484386,2
vire003@google.com,1920538,5
yszcu36@google.com,130617,1
zbmwg183@google.com,1887488,2
wnmzmwm572@google.com,132215,5
wshk7@google.com,2462890,1
rdehoova@google.com,403194,4
jkkqsmm@google.com,625698,1
toesywdq958@google.com,548138,3
jogij53@google.com,2685282,4
cnnncgp3@google.com,128474,3
gpscpn3669@google.com,125880,0
ipabpxwc5993@google.com,1624164,5
wshk7@google.com,580288,1
naksb@google.com,686369,5
unjt19@google.com,1888040,3
bmoyribf4597@google.com,2650410,2
hpdtmaaa52@google.com,2612816,2
fsxzqg533@google.com,130190,0
ragr@google.com,2360786,5
tuqtqq92@google.com,1887873,5
jnexfj8@google.com,130915,3
qvcupkj210@google.com,1351349,2
jnexfj8@google.com,130523,4
euip661@google.com,135563,4
hdcharp9@google.com,2031645,5
oskme15@google.com,2398443,4
nnjwf266@google.com,2574118,0
incdup@google.com,2580163,1
fnaew7@google.com,2643060,0
qwheg@google.com,128824,1
qoutrl@google.com,527227,4
ermqy73@google.com,925575,0
vfsp330@google.com,2393038,2
hrunhdhw@google.com,538480,0
ryposed383@google.com,2688008,1
mrjm12@google.com,1884202,2
hrjghvbv240@google.com,716313,5
mmnykvi189@google.com,1850768,5
mmsmawl0@google.com,129141,3
gxicu@google.com,2032450,3
ztlvnb@google.com,133487,2
roun5@google.com,131940,1
cuon55@google.com,1236556,4
xhnblh3@google.com,127257,3
ldqpxayu280@google.com,2396952,4
mozxpbdg068@google.com,570762,3
styp135@google.com,147656,0
dnttgz51@google.com,1624164,1
uzxjlzp8@google.com,1017568,4
qtnbtf36@google.com,2608451,5
tnaxugc4@google.com,1258353,4
zuyrcid3@google.com,125787,2
hhmnlfki414@google.com,129584,0
gwff@google.com,1578659,3
ktukwr@google.com,2670641,4
ltxvetv67@google.com,1432440,5
eowhx793@google.com,136485,1
tzgas8406@google.com,126346,3
kwoar726@google.com,921096,4
rqqld3998@google.com,1607036,1
xjem3918@google.com,2515789,2
douyivs624@google.com,1599113,0
qfzqgl11@google.com,128607,3
qprcyi192@google.com,2688186,4
tcnoz680@google.com,2699943,5
ermqy73@google.com,710635,3
iknsgp@google.com,130373,1
gwcmvr712@google.com,971122,3
oxpyp@google.com,137083,3
intblnc1@google.com,1750851,1
rcfrhb5@google.com,136962,0
dnngwpv5@google.com,127480,2
ykvhsbf46@google.com,1604663,4
aosaywsm45@google.com,2660543,5
rjpcpvj8138@google.com,1887368,0
vglcxk7278@google.com,1989501,2
ujot9907@google.com,585522,3
zhdlqtl8906@google.com,579046,0
jkjjws7@google.com,1343990,1
kxrpmu@google.com,2652903,2
jizhtroa77@google.com,2685364,3
bldpe@google.com,2710738,0
pzxvpti338@google.com,2652903,1
yibj8148@google.com,126022,5
nlwp941@google.com,125502,4
eppis7@google.com,125563,4
oooz138@google.com,133832,2
hmgo956@google.com,135696,1
pgjpz@google.com,138115,0
ltxvetv67@google.com,127111,2
hjasf7@google.com,128813,2
iknsgp@google.com,626353,5
xubrjtc06@google.com,2679210,1
fwyfdzeb044@google.com,2654476,0
wymal6@google.com,403194,0
vqclt844@google.com,129195,5
qfzqgl11@google.com,1599680,4
kvitbty748@google.com,130568,2
ptzl6024@google.com,513254,3
guqk63@google.com,538472,4
anaufav0210@google.com,1953998,3
gpscpn3669@google.com,1986350,5
rtejargg@google.com,128481,3
nxwr73@google.com,1182200,4
wnmzmwm572@google.com,130190,1
ykrba27@google.com,984586,3
fqints05@google.com,232229,4
fxyrjh41@google.com,128498,1
drrva9@google.com,129010,2
ykfravy6301@google.com,798518,2
srbvt@google.com,2683277,2
udigse@google.com,131091,0
fxujf670@google.com,2671276,5
tvfmxqr1598@google.com,2659776,0
hregrxot58@google.com,1905703,5
dqmrikm6@google.com,628541,5
xndyydjx0660@google.com,2612816,4
lupfjjf283@google.com,2670290,3
wyeajdd036@google.com,130617,5
evevj3858@google.com,125788,4
knhwx9421@google.com,2629105,4
tgcikno5430@google.com,128132,2
fhdfak3@google.com,130546,5
lxth2860@google.com,2685330,4
woqsnh512@google.com,2704330,3
konl083@google.com,131968,1
efykqwni559@google.com,1578811,2
hxclycp012@google.com,2687875,1
vcdv0124@google.com,1920538,4
luco8352@google.com,2577527,1
gljnil82@google.com,988129,5
rxazvwmv896@google.com,1855052,1
tzvnjx6555@google.com,913186,0
ohqixes2@google.com,1916695,0
radrny801@google.com,131091,1
cuqyd@google.com,2500296,4
eoys30@google.com,127726,1
mbjgbn7302@google.com,232229,0
ekekhcpr0@google.com,2004586,2
cjxwupy75@google.com,1625103,0
qntvvkr3865@google.com,135282,5
ferbc355@google.com,2014192,1
zqyypv9@google.com,2654476,3
rwmeyyvh@google.com,2574220,2
pcdemiq3958@google.com,1884521,4
nvkdcdo6871@google.com,403194,5
tupup148@google.com,1013106,4
vldoq@google.com,773075,4
damwdby8@google.com,125566,3
ntkihpzx660@google.com,128654,3
ljgx4@google.com,129693,3
vwhih2179@google.com,1722228,1
vjff900@google.com,131169,5
kdcngq6@google.com,2600188,0
gndqjyl76@google.com,1258353,0
cmcqbbko@google.com,2013680,3
xaejxk@google.com,2612802,0
wzljy831@google.com,2605187,4
nlpr@google.com,2560413,2
vuyl228@google.com,2588752,5
ienavwjy7@google.com,1199416,3
dtmttu084@google.com,2013680,0
zbmwg183@google.com,1887501,4
hxclycp012@google.com,132406,3
hsqzef6@google.com,131676,1
psgvlsue@google.com,2484393,0
zuyrcid3@google.com,2401038,1
dousudau6@google.com,128030,0
hlacuxkd33@google.com,753302,1
uzxjlzp8@google.com,2652903,0
kmevmo@google.com,130220,2
esizxfg9@google.com,598635,3
jkyizq@google.com,133786,2
icks7@google.com,128980,3
mrxlho@google.com,127530,0
mmsmawl0@google.com,142984,3
ucttxwo@google.com,793359,0
pptwr7825@google.com,925575,1
erphmg7@google.com,1916695,2
qwumpps11@google.com,2396909,5
pupy68@google.com,126273,2
ienavwjy7@google.com,129195,3
oynr@google.com,2685330,5
konl083@google.com,2702318,5
ostq4805@google.com,1122064,0
fndeh9@google.com,2575011,4
nvulbsj54@google.com,1889094,1
fbevak9@google.com,404056,0
tqhswjv37@google.com,538472,0
fwyfdzeb044@google.com,2363553,2
icks7@google.com,716538,0
drrva9@google.com,2398443,3
pupy68@google.com,131097,2
bdte2@google.com,2709958,3
epyfz229@google.com,129692,2
qjgbo404@google.com,2569245,5
oryzret824@google.com,252566,1
psgvlsue@google.com,130358,0
kixqpqk59@google.com,2605336,1
txvasuha4765@google.com,2685305,1
jmvyca3@google.com,2357441,5
pgfzujre4@google.com,2568981,1
wlgcvmu693@google.com,126157,3
hiwz@google.com,1605877,3
raytzj5@google.com,127256,5
kejl842@google.com,773075,1
fuabibhp@google.com,2578490,2
lykvtgdy219@google.com,130358,0
pqysx501@google.com,2398933,3
amrj4054@google.com,1122064,1
gxicu@google.com,2575790,5
xtzhqfrd971@google.com,2707041,2
ziax3@google.com,2674265,4
dqmrikm6@google.com,2687839,1
qprcyi192@google.com,2685272,2
mrjm12@google.com,1283850,1
kxrpmu@google.com,798518,4
rwmeyyvh@google.com,1855052,3
epyfz229@google.com,131912,4
kcymql020@google.com,1605877,1
twop51@google.com,2652929,1
fxxc4@google.com,143017,5
lnqywubn1861@google.com,798518,2
ixtbfno@google.com,294476,0
uwvem648@google.com,135696,3
mjsnmf0@google.com,753397,1
sfiwnr086@google.com,942523,0
spkqggrv570@google.com,131785,3
vciejyp97@google.com,1955226,4
nesqy@google.com,132960,5
xaejxk@google.com,749479,5
evevj3858@google.com,129810,4
uwvem648@google.com,1916695,1
xzuzee354@google.com,126785,5
ouukzdf1@google.com,127433,5
vdbw5500@google.com,1955177,4
aipxu5629@google.com,749479,3
dqszpd4492@google.com,128759,4
wpjrzmul387@google.com,587289,4
rkmwod586@google.com,1959468,4
qhlgvbcg707@google.com,129194,0
osyaodf9@google.com,2572031,3
lcfqzd00@google.com,1012554,5
bldpe@google.com,132383,5
wzljy831@google.com,128080,4
jaornhla@google.com,130568,0
vcdv0124@google.com,578400,3
qsobbn4@google.com,2638437,3
qcqnz@google.com,129818,3
gxmysga3612@google.com,2515265,2
kccn666@google.com,126023,0
otilhzu6@google.com,600680,1
qbnt56@google.com,129854,0
qvzkzes44@google.com,911900,3
gcwwqslz3878@google.com,2642151,0
xygbky5@google.com,128213,1
xzqmzrmi5@google.com,125534,5
axvgqqc99@google.com,1623643,2
tqjmlq7498@google.com,2031645,0
tgtnm7@google.com,2507574,0
icaiedrz40@google.com,126283,3
cuon55@google.com,2706817,0
kxssgm@google.com,1985854,2
nomgnim8@google.com,1905375,0
hsvxbc21@google.com,126446,4
pwcxm624@google.com,404056,0
gatksi4149@google.com,2703718,4
xjem3918@google.com,125605,0
ssewvij3405@google.com,133487,3
flphqg972@google.com,925575,2
acwjfef653@google.com,2569245,5
ddiwkcqs6917@google.com,2569511,1
jjlyu4209@google.com,2607620,1
zathqg9@google.com,130617,2
qdjobkfu687@google.com,1615571,1
dsqy455@google.com,2659776,2
qxlbgfx137@google.com,1579613,5
jchah7113@google.com,129681,0
mtvhgesp20@google.com,125787,2
vldoq@google.com,132467,0
wplohj2765@google.com,129156,0
lusyvsvq@google.com,2613900,1
tupup148@google.com,2577502,3
kexpm@google.com,2685375,5
iknsgp@google.com,1905703,2
kmsn7181@google.com,2712922,4
zfqrkm9@google.com,2524116,3
atpo500@google.com,130577,3
cmcqbbko@google.com,128033,0
aoajq8@google.com,1832039,0
roun5@google.com,2611154,1
wnoxyme65@google.com,1957342,4
qhlgvbcg707@google.com,2685330,1
jsnf6@google.com,130986,2
hsvxbc21@google.com,1122064,5
ottevx83@google.com,132383,1
srbvt@google.com,2359165,2
jjtw898@google.com,2515265,2
junhk@google.com,127268,4
dyqcxvcq414@google.com,2398442,3
srbvt@google.com,129194,3
cahqjuad7@google.com,127111,5
rlwj428@google.com,2714140,2
niwgg0@google.com,2032450,0
bssrwu4952@google.com,398363,5
axbm@google.com,126897,2
nxwr73@google.com,2013680,5
hdhvzi7@google.com,130664,4
nomgnim8@google.com,1553085,5
zpagqu@google.com,2591878,1
txvasuha4765@google.com,2513971,0
ifqyyc54@google.com,130090,0
skgyty5@google.com,129924,1
trnfz827@google.com,2613159,3
wljlhist193@google.com,2656352,2
izvtwypn@google.com,2569612,0
ttfbyc7682@google.com,129285,1
oapmgr9@google.com,1887368,3
kejl842@google.com,1856950,0
gtvuibh487@google.com,789501,1
otilhzu6@google.com,2654476,0
hdqag5@google.com,147656,4
avqwsxpx@google.com,1118418,4
lcedddm436@google.com,128607,2
dxbjdamy1050@google.com,130840,4
aooq5661@google.com,127423,4
pkjlx860@google.com,2465071,2
zpaeuqcr24@google.com,1576464,5
sbqo91@google.com,132467,5
tdoj55@google.com,1936343,5
oveggpa003@google.com,134877,3
pivg32@google.com,143017,1
qcqnz@google.com,131581,4
szhid162@google.com,128749,3
vxwsrs@google.com,2712922,2
ntkihpzx660@google.com,1578542,1
zpaeuqcr24@google.com,2702318,5
srbvt@google.com,264570,3
twop51@google.com,132383,0
gndqjyl76@google.com,2689524,5
srcrqljz952@google.com,131912,1
vjmsnzo8@google.com,2707041,5
ksuqaq1@google.com,1608608,3
fxasllj@google.com,2580078,2
hrunhdhw@google.com,126645,4
eemea@google.com,398363,4
rliitqj9@google.com,1607036,3
icaiedrz40@google.com,1949905,5
nspxk0511@google.com,662637,1
qprcyi192@google.com,1956299,4
buprbqzs@google.com,2657498,5
okcwcqrr7839@google.com,745781,2
mjsnmf0@google.com,2685302,2
mtvhgesp20@google.com,125899,3
sqdoton4@google.com,130614,2
rxxuxx349@google.com,129805,0
emlhdrn4953@google.com,130136,4
juhfwsp3145@google.com,127956,5
gjznvgk8@google.com,132774,4
jevwmgvv94@google.com,2704694,0
bbwta9@google.com,131083,2
vjff900@google.com,1989501,0
pidedeqh239@google.com,128030,3
wnsp8014@google.com,2019720,3
xjem3918@google.com,294439,5
grqdk@google.com,2681494,4
mtuyzlo56@google.com,126501,3
yjqshcyg8@google.com,984586,5
kxrpmu@google.com,2465071,1
nnxkpnix7@google.com,2014192,2
wbiwix7636@google.com,2570638,5
bgjd8@google.com,2591792,4
oojpcx@google.com,136485,4
wmiq@google.com,132126,4
bdte2@google.com,1005620,5
gxicu@google.com,129947,2
xraafu581@google.com,132205,4
tqjmlq7498@google.com,2705052,3
udwke4@google.com,142829,2
fsxzqg533@google.com,1832039,2
maamxmls90@google.com,2363553,5
ppfxpti396@google.com,2659804,1
wyeajdd036@google.com,404056,5
ngnn6@google.com,126416,5
wzmzukl5@google.com,403767,1
cuqyd@google.com,125790,3
tgcikno5430@google.com,1909095,5
npvjpmln5551@google.com,129407,1
alypgec17@google.com,799819,0
ppbyw899@google.com,126585,1
ysrv@google.com,134960,1
jxsovp@google.com,1579613,1
pizyuv9932@google.com,2543000,5
xverivv671@google.com,2401038,2
fhju8@google.com,1889094,2
bkno24@google.com,130597,0
kvgras@google.com,2629074,4
ogytu3@google.com,1381088,5
main63@google.com,2599177,5
vazwnh7@google.com,2688008,4
xtdzaf17@google.com,2013680,5
klimeo@google.com,129805,2
mvauf@google.com,127480,0
pupy68@google.com,2688008,0
nesqy@google.com,402897,3
pcax5@google.com,1889833,3
qwheg@google.com,2685273,3
dlrpff6546@google.com,2680928,2
nomgnim8@google.com,1866076,5
dtyg382@google.com,2664758,4
syjnodo9@google.com,849929,5
ibcouzfr8@google.com,130581,5
qowlacq@google.com,129927,5
nlsyowkx5@google.com,131845,4
tcojas0@google.com,129693,5
ppbyw899@google.com,2607508,0
rdehoova@google.com,142984,1
ykrba27@google.com,125788,2
pgfzujre4@google.com,1553085,5
lezj1@google.com,127311,4
kdcngq6@google.com,1624429,1
gsjclqay7@google.com,626900,1
moizlcwd@google.com,2685459,3
hmgo956@google.com,793359,0
jgsxvhhs756@google.com,1625126,4
suokx907@google.com,2569515,4
hcbbwcw61@google.com,2712922,4
ykfravy6301@google.com,126289,1
qwgrmvtu21@google.com,2573089,3
glgpmyvo708@google.com,2629105,5
jmvyca3@google.com,1074812,1
nlwp941@google.com,128813,0
umhj499@google.com,1797757,0
fjjwdv3647@google.com,2687849,2
zjmzhb402@google.com,2396947,0
lspry2@google.com,662637,4
rbmwpyk@google.com,2400130,0
jhgypf@google.com,1619788,1
jjof0@google.com,130869,2
mtuyzlo56@google.com,2414791,1
cdxvf50@google.com,2574326,2
pcax5@google.com,129692,0
bthhzo117@google.com,849941,4
lyzfe19@google.com,1817987,3
xitvrdvn97@google.com,129285,0
jlnyi24@google.com,130832,2
krism1@google.com,1928589,1
nejps@google.com,131912,2
ejvtut@google.com,1351349,4
nmelu921@google.com,570762,5
lnqywubn1861@google.com,129784,1
pxsu84@google.com,2575780,3
mrgeul5390@google.com,139867,3
dlrpff6546@google.com,133645,3
qphsopuc4502@google.com,1284247,3
aqlisd68@google.com,1885754,1
uemhmalx4@google.com,1747824,5
wfhu858@google.com,1258353,0
evyra4047@google.com,130190,4
dqmrikm6@google.com,2572779,3
iwybrfvj5@google.com,686369,1
cwmf6155@google.com,1977633,0
glgpmyvo708@google.com,2682774,2
trwq@google.com,2571998,3
ujqeq0840@google.com,131912,5
xraafu581@google.com,2687839,1
fmru5027@google.com,126288,1
uyfssz0@google.com,130577,0
mvauf@google.com,128759,5
tcnoz680@google.com,131845,3
alypgec17@google.com,2607620,4
qtnbtf36@google.com,125908,0
hdcharp9@google.com,126034,2
dtyg382@google.com,687616,2
hpuk43@google.com,2398168,5
smcx47@google.com,2685273,4
tupup148@google.com,2553644,1
zathqg9@google.com,2401967,1
jsnf6@google.com,1916695,1
ulczxs9095@google.com,2629074,1
pivg32@google.com,2398933,3
ujqeq0840@google.com,129927,1
qfloy33@google.com,2398933,1
pwcxm624@google.com,1828984,2
ffbr68@google.com,2414679,5
fxasllj@google.com,131982,4
rxxuxx349@google.com,590873,1
bssrwu4952@google.com,130621,3
rxxuxx349@google.com,126034,3
ixtbfno@google.com,1604693,3
nvkdcdo6871@google.com,131168,2
flphqg972@google.com,132858,0
kwoar726@google.com,1578958,4
klimeo@google.com,138703,0
chtw3@google.com,232304,5
slllkz8@google.com,1624164,2
wehhvp1974@google.com,2594149,5
gpscpn3669@google.com,2685464,5
bssrwu4952@google.com,130670,1
tqhswjv37@google.com,126898,0
eavzcyf0@google.com,1890177,0
tvfmxqr1598@google.com,1625103,3
svjemgus4@google.com,1625118,5
bkno24@google.com,1806376,1
jkfyorsk9@google.com,125463,0
suokx907@google.com,2648073,0
hdvcn933@google.com,2021698,5
mmnykvi189@google.com,716538,4
qfloy33@google.com,2021698,2
udlxadym@google.com,1578958,5
qsobbn4@google.com,2662318,2
uvtwn11@google.com,132215,0
ziax3@google.com,125502,4
tzvnjx6555@google.com,128080,5
kcymql020@google.com,745781,2
nnxkpnix7@google.com,131110,5
xmno@google.com,2019720,0
xubrjtc06@google.com,139867,2
gkyhxtkz5@google.com,2699943,5
utygp39@google.com,129867,1
epfgwao51@google.com,2685333,4
hpagao4@google.com,2704694,1
oqvckvkh@google.com,1086405,2
bmoyribf4597@google.com,2713440,1
mnkab@google.com,2531222,5
lzoshry45@google.com,2628994,4
syfjbwh9166@google.com,988129,2
vyazg9380@google.com,1595441,2
vwdq6@google.com,294461,1
hxbmv7@google.com,127423,1
dqtdo1@google.com,1936343,4
bdte2@google.com,2685330,2
fbhdgdz885@google.com,1284247,1
knhwx9421@google.com,2682667,2
vciejyp97@google.com,128256,0
dxbjdamy1050@google.com,125502,3
douyivs624@google.com,2688008,0
cahqjuad7@google.com,1890152,2
ldplqac670@google.com,2674265,1
hunxzc1890@google.com,678537,3
bebm7@google.com,127311,3
bssrwu4952@google.com,294461,5
pizyuv9932@google.com,2591878,3
hwxw817@google.com,1372085,1
jsnf6@google.com,131454,4
vppiqotk74@google.com,2571998,3
atpo500@google.com,2638488,4
jchah7113@google.com,129195,4
dhprpnp12@google.com,2685375,5
ejxf@google.com,130136,2
stbni110@google.com,1578561,0
ohqixes2@google.com,126273,5
gsdqgdgd21@google.com,1433504,4
imjvk3627@google.com,2705409,5
dtyg382@google.com,626353,4
ksjo4@google.com,947611,2
fbhdgdz885@google.com,513254,4
rwpblibj5@google.com,1828984,3
ksbxbd@google.com,1599093,3
fhju8@google.com,2702318,3
ksuqaq1@google.com,2570224,5
hoypw7691@google.com,1625126,2
axnwcejc763@google.com,2569245,5
toesywdq958@google.com,130832,0
gxmysga3612@google.com,2580266,2
ujot9907@google.com,2606229,4
kmsn7181@google.com,627268,5
zbilvnnb4574@google.com,126840,0
rslpre090@google.com,2531264,2
konl083@google.com,128256,5
gakgp@google.com,2605330,1
tkbljgx734@google.com,126840,5
mtuyzlo56@google.com,129045,1
wufqpma67@google.com,131968,0
skqdvozx0479@google.com,1625118,2
