userId,contentcode,contentdes,click,date
smcx47@google.com,403194,갯마을풍천장어,2,12/24/2020
qphsopuc4502@google.com,716313,견두산,2,01/19/2021
dndcrr82@google.com,1885754,가시오름,3,05/12/2020
srcrqljz952@google.com,2553644,강릉컬링센터 (강릉실내빙상장),3,12/14/2020
mkbdq2869@google.com,686331,강변장어,1,11/04/2020
yatgo0997@google.com,2573961,가미횟집,2,04/03/2021
zfgvqfaq3384@google.com,2628994,강릉 명주동 거리,2,12/14/2020
uvfh6@google.com,2414769,강릉 솔향수목원,1,06/07/2020
ismkdzfm103@google.com,131940,가평TOP랜드 번지점프,1,10/05/2020
aqlisd68@google.com,2403857,거문산,1,02/28/2021
qinfmrr@google.com,2705409,강아지숲,2,02/09/2021
xtdzaf17@google.com,130218,강진문화원,1,04/20/2020
qtnbtf36@google.com,587289,강릉시 청소년 해양수련원,1,01/11/2020
rdehoova@google.com,2396952,강릉항,2,03/09/2021
wnmzmwm572@google.com,1122064,강가에 하얀집 펜션,1,03/20/2021
tvfmxqr1598@google.com,2524116,감자꽃 스튜디오,3,01/22/2020
hxbmv7@google.com,1866255,거창 크리스마스트리문화축제 2021,3,07/03/2020
lcedddm436@google.com,131940,가평TOP랜드 번지점프,3,10/31/2020
pivg32@google.com,2531264,개실마을영농조합법인 신안댁,3,05/10/2020
aanv@google.com,1955985,검암서원,2,04/03/2020
vvhlh697@google.com,130546,경기도국악당,3,01/04/2021
ppfxpti396@google.com,1977633,거창 황금원숭이마을,3,04/20/2020
mcmb11@google.com,129696,강진 금곡사 삼층석탑,2,09/18/2020
cahqjuad7@google.com,1846020,거제맹종죽테마공원,1,02/18/2020
rjpcpvj8138@google.com,1619788,강화 갑곶리 탱자나무,3,12/22/2020
xtowehgm9@google.com,1665536,거창스포츠파크,3,12/10/2020
gwff@google.com,226926,강진 월남사지 삼층석탑,2,02/05/2021
khsrh@google.com,2628962,강릉국제영화제(GIFF) 2020,3,09/23/2020
ygzyvyy8@google.com,131940,가평TOP랜드 번지점프,3,07/09/2020
daqqsdn62@google.com,1778079,강진아트홀,2,11/11/2020
qoutrl@google.com,132960,가화한정식,2,01/22/2021
hdqag5@google.com,125885,각원사,3,11/26/2020
cbxv24@google.com,129697,강진 월남사지 진각국사비,2,12/06/2020
ienavwjy7@google.com,2664434,감물 및 봉숭아 물들이기 체험행사 2020,1,12/22/2020
kesdzm7223@google.com,2608451,가로수길 홈스테이,3,03/06/2020
uwczide@google.com,630461,가평 아홉마지기마을,1,11/02/2020
aosaywsm45@google.com,128778,강원 경찰충혼탑,2,12/08/2020
vglcxk7278@google.com,133786,강림순대,2,03/13/2021
wcprki@google.com,2568267,가시리,3,07/18/2020
wlgcvmu693@google.com,1955985,검암서원,2,02/13/2020
phgnstod506@google.com,1985801,가을빛묵은지,2,04/15/2020
pegianm6594@google.com,250304,강화 선원사지,3,11/18/2020
tuqtqq92@google.com,130135,강진 고려청자박물관,1,07/03/2020
copo8022@google.com,131982,"가평5일장 / 잣고을전통시장 (5, 10일)",2,01/01/2021
tqhswjv37@google.com,132051,"강진시장  (4, 9일)",3,01/24/2020
gxmysga3612@google.com,125787,강릉향교,2,02/28/2021
wnsp8014@google.com,1939058,갓전시관,3,04/28/2020
yjwbktzw2@google.com,127257,가라산,2,10/03/2020
mrxlho@google.com,127154,가평리 계서당(성이성 생가),3,09/14/2020
aqlisd68@google.com,1949905,강남 시티투어 (트롤리버스),3,10/31/2020
inogn4@google.com,2627867,가람나무,2,12/15/2020
vrefip@google.com,1615571,강화유수부이방청,2,06/23/2020
wwilj@google.com,1624429,강진 백련사 동백나무 숲,1,12/01/2020
rjwwy30@google.com,2573089,감나무집(명촌점),1,11/09/2020
hroefw7119@google.com,134470,강화가든,3,11/07/2020
gwcmvr712@google.com,1604693,가나안식당,1,05/11/2020
iovm64@google.com,129584,강릉 해운정,3,12/01/2020
cemo7@google.com,1599680,거창파인밸리리조트 비계산가든,1,04/06/2021
copo8022@google.com,126897,강릉 대공산성,2,11/25/2020
rslpre090@google.com,2569612,갤러리 마중(GALLERY MAJUNG),2,12/22/2020
xlhbqbj@google.com,127050,강정천,2,04/12/2020
cjxwupy75@google.com,264570,강남,2,01/07/2020
bupt@google.com,126898,강릉 통일공원,3,08/31/2020
fxarer3094@google.com,130523,가족문화센터,3,04/16/2020
aooq5661@google.com,129917,갤러리 현대,2,08/29/2020
mjsnmf0@google.com,1885754,가시오름,2,02/28/2021
cdxvf50@google.com,125600,감악산(원주),2,10/07/2020
pgcrky7298@google.com,132773,강릉 서부시장,2,10/25/2020
pcdemiq3958@google.com,1850768,간현청소년수련원,3,01/08/2021
aanv@google.com,2684765,강화 원도심 스토리워크,1,12/28/2020
kyjrfabb@google.com,2575689,게스트하우스여정,1,10/25/2020
kejl842@google.com,2401967,건봉다시마장산지,3,02/08/2020
whtrgrpj@google.com,2568267,가시리,2,08/06/2020
uvurya@google.com,2622715,감꽃당,1,11/25/2020
hmbdyar1@google.com,1118418,감삼못공원,2,03/20/2021
vwhih2179@google.com,1985801,가을빛묵은지,3,12/14/2020
esizxfg9@google.com,2629105,갈두천권역마을,1,01/03/2021
fclvmya3@google.com,2657495,강화전쟁박물관,3,09/23/2020
ldplqac670@google.com,1887873,개오름,2,12/01/2020
dqszpd4492@google.com,1959468,갈천서원,3,08/16/2020
nctn@google.com,1947118,강촌레일파크 (김유정레일바이크),2,07/23/2020
ffjkkxlf@google.com,2628962,강릉국제영화제(GIFF) 2020,1,08/16/2020
hfdayktj774@google.com,128080,개경포공원,1,02/16/2020
skxbgon77@google.com,125800,강릉 선교장,2,03/18/2020
ccry79@google.com,798518,가든갤러리,3,01/04/2021
axvgqqc99@google.com,1756249,강남목장,1,02/02/2021
nqklgoha1693@google.com,2657715,거창 Y자형 출렁다리,1,01/22/2020
ruhdhzkq358@google.com,2682774,가마로강정 신길삼거리,2,04/14/2021
lsxgc@google.com,127423,가마골계곡,2,02/08/2021
jevwmgvv94@google.com,129291,강화 화문석마을,3,03/10/2020
acwjfef653@google.com,130581,갤러리 마노,1,05/15/2020
nspxk0511@google.com,2588752,강릉 월화거리,3,06/28/2020
vhhis4@google.com,1199416,가평 레이크리조트,3,03/10/2021
gmdjcxum39@google.com,133645,경기식당,3,04/04/2021
jjlyu4209@google.com,1622226,건계정,2,07/07/2020
lupfjjf283@google.com,132383,갤러리아 백화점 (센터시티점),3,03/28/2021
nxatcyqy9910@google.com,132201,강남고속터미널 혼수상가,3,09/20/2020
fmru5027@google.com,2680928,가벼슬,2,05/11/2020
qprfjj14@google.com,1954998,개령향교,2,05/24/2020
dmprdzx29@google.com,130831,경기중앙교육도서관,1,05/16/2020
porg0903@google.com,129692,강진마도진만호성지,3,03/17/2020
wwilj@google.com,1986350,간월포구 영양굴밥,3,07/02/2020
uaou4@google.com,130728,강원도 산림박물관,3,11/19/2020
ptzl6024@google.com,125831,강당골(양화담),1,10/23/2020
hdhvzi7@google.com,2521964,강화평화빌리지,3,06/09/2020
gjmp767@google.com,130915,가평현암농경유물박물관,2,06/13/2020
nqvxca7@google.com,130621,갤러리 한,1,01/23/2020
hcbbwcw61@google.com,1381088,갤러리 미고,2,02/09/2020
rvyalw9065@google.com,132774,강릉 주문진수산시장,3,08/18/2020
nctn@google.com,2604455,개리비안비치펜션,1,01/19/2021
osyaodf9@google.com,127111,강진영랑생가,1,11/09/2020
cpfjvyai2175@google.com,129391,개미들마을,1,10/02/2020
pyreya@google.com,232304,갈천훼밀리리조트[한국관광 품질인증/Korea Quality],3,04/10/2021
trcemms8@google.com,1936343,거창 솔향기돌담마을,1,03/12/2020
ebjqj3055@google.com,126157,개목사(안동),1,05/07/2020
zjwr@google.com,1954998,개령향교,2,03/22/2021
ogytu3@google.com,2572109,감자바우,3,03/12/2020
bupt@google.com,2609894,경기전 연가,1,08/31/2020
ntkihpzx660@google.com,129898,가람화랑,1,04/02/2021
wommafwg@google.com,404116,가운데집,2,03/26/2021
ajzs3093@google.com,1623750,갑천,3,08/26/2020
agtpbjk7108@google.com,2613900,건강서울페스티벌 2020,1,07/05/2020
nllp9@google.com,129337,강릉 해살이마을,2,08/25/2020
mbpw@google.com,126034,갑장산,2,08/26/2020
ngcrhf07@google.com,131581,강릉승마장,3,09/29/2020
pzxvpti338@google.com,131083,감포방파제,3,07/05/2020
pwcxm624@google.com,628541,갤러리하우스모텔,3,11/06/2020
nipjow9@google.com,809490,강서습지생태공원,2,04/07/2021
dmvgi732@google.com,2360786,㈜강원심층수,2,05/15/2020
npdqmz1@google.com,2688002,거북선횟집,3,03/31/2021
hnyd5006@google.com,687616,검봉산자연휴양림,2,07/06/2020
svjemgus4@google.com,1957963,경광서원,3,01/19/2020
ragr@google.com,138920,거제하와이 콘도비치호텔,2,09/02/2020
sqdoton4@google.com,126034,갑장산,2,03/22/2021
gpscpn3669@google.com,129693,강진 삼인리 비자나무,2,11/07/2020
ylnj293@google.com,126897,강릉 대공산성,3,08/13/2020
iverru651@google.com,2688002,거북선횟집,2,02/25/2021
sflnor698@google.com,2688008,갑순네한방오리,3,02/23/2021
ostq4805@google.com,2571935,가곡추억펜션(단양추억펜션),1,12/24/2020
taqhkg3@google.com,129681,갈거계곡,1,01/17/2020
pxsu84@google.com,128670,강주연못,3,05/20/2020
joao49@google.com,132383,갤러리아 백화점 (센터시티점),1,05/21/2020
srcrqljz952@google.com,131168,강원도자연학습원,3,07/23/2020
wnqmfzz637@google.com,1887368,각시바우오름,2,01/24/2020
mkbdq2869@google.com,2493039,경기북부어린이박물관,3,03/09/2021
hxclycp012@google.com,2570638,강령전,1,12/24/2020
ktkpdvya852@google.com,130613,갤러리도올,1,09/06/2020
wljlhist193@google.com,2704694,거제 우제봉전망대,1,12/03/2020
khvpcy@google.com,127268,가배량성,1,01/17/2021
tkbljgx734@google.com,129810,강화역사박물관,3,05/11/2020
dhprpnp12@google.com,1599680,거창파인밸리리조트 비계산가든,3,01/03/2020
jnykf0@google.com,129924,갤러리 인데코,1,03/01/2021
vqclt844@google.com,391742,경강막국수,3,05/17/2020
ostq4805@google.com,126756,거림계곡,2,06/30/2020
hspsxquj0588@google.com,2574326,개울한옥민박,2,04/20/2020
xjea8470@google.com,129696,강진 금곡사 삼층석탑,3,01/24/2020
evyra4047@google.com,128396,거전마을 [농촌체험],1,11/08/2020
bakil7260@google.com,2578490,거제오션호텔,2,12/30/2020
rszwyl664@google.com,125788,강릉 임영관 삼문,1,05/03/2020
trcemms8@google.com,2573089,감나무집(명촌점),1,10/31/2020
xtowehgm9@google.com,2654476,갤러리 MOA,2,07/07/2020
dviaot6@google.com,2370833,갈비명가 소반,3,12/09/2020
codunar482@google.com,1624227,강동 해수온천,1,01/16/2021
tqjmlq7498@google.com,1627251,결성향교,1,10/26/2020
gtmu@google.com,1972411,갤러리 가람,2,03/26/2021
dtyg382@google.com,128758,강릉 경포해수욕장,2,10/24/2020
ffbr68@google.com,2670290,건봉국밥,3,12/15/2020
xtdzaf17@google.com,1802452,강촌w펜션,3,11/11/2020
fmigk@google.com,127535,갈천약수터,2,07/30/2020
ebjqj3055@google.com,1578267,거창 당동당산,1,01/02/2020
tqmgvvfa62@google.com,849929,가야할매밀면전문점,3,02/06/2020
xndyydjx0660@google.com,505810,겨울이야기,2,11/18/2020
qtsmh8@google.com,127696,거창 수승대,1,10/02/2020
styp135@google.com,127956,가조 백두산천지온천,1,01/19/2020
tdldss91@google.com,127228,건봉사,2,05/16/2020
aoptbeh9@google.com,2671267,가락청,2,09/30/2020
ksuqaq1@google.com,1433504,가경 터미널시장,1,10/24/2020
mnkab@google.com,1622150,거제민속박물관,2,02/11/2020
aoptbeh9@google.com,2507574,강원도해장국,3,03/16/2021
pqvvkfl89@google.com,538485,거제 구조라관광어촌마을,2,11/26/2020
ngnn6@google.com,252566,견훤산성,1,04/03/2020
siegth@google.com,1905375,감암산,3,04/24/2020
yjwbktzw2@google.com,1623934,강강술래 전수관,3,01/31/2021
tzvnjx6555@google.com,126905,가리산자연휴양림,3,03/15/2020
lhyv@google.com,130358,경기도자박물관,1,12/29/2020
tqmgvvfa62@google.com,2685456,가마솥설렁탕,2,02/14/2021
wrjil127@google.com,2575790,개성순대주식회사,1,03/03/2021
uvtwn11@google.com,125605,강촌유원지,3,05/24/2020
tqmgvvfa62@google.com,2664961,개마고원,1,07/26/2020
yszcu36@google.com,2523291,강화자연사박물관,2,05/01/2020
oojpcx@google.com,728386,가매일식,1,03/10/2020
hxbmv7@google.com,2371880,간판없는횟집,2,02/28/2020
nmelu921@google.com,264570,강남,2,03/04/2021
lykvtgdy219@google.com,1013106,갤럭시 (롯데백화점 센텀시티점),3,04/13/2020
acwjfef653@google.com,250304,강화 선원사지,1,08/22/2020
hwkabo0@google.com,1052741,가문,2,01/16/2020
ggcdgjpm1651@google.com,2560413,가평 자라섬테마파크,2,10/16/2020
xflcnoef@google.com,2552251,경기여고 경운박물관(서울),2,08/29/2020
wmiq@google.com,132785,가평 잣고을 전통시장,2,01/22/2021
hqtezspc@google.com,2524116,감자꽃 스튜디오,2,09/15/2020
wljlhist193@google.com,128033,거제현 관아,1,02/03/2020
icaiedrz40@google.com,130090,강암서예관,1,03/22/2021
mtvhgesp20@google.com,2396909,강릉 예술창작인촌,1,01/01/2021
jkyizq@google.com,2600730,게스트하우스 리좀,1,03/03/2021
fuabibhp@google.com,1350326,거제 쌍근어촌체험마을,2,03/04/2020
jrhiwx@google.com,1896032,가름게스트하우스,3,03/16/2021
vxwsrs@google.com,128677,감포항,3,06/30/2020
pkjlx860@google.com,130597,갤러리에이엠,3,12/03/2020
axbm@google.com,1985854,강천각식당,3,08/03/2020
fxujf670@google.com,893974,개평한옥마을,2,01/10/2021
ylnahele0818@google.com,2664434,감물 및 봉숭아 물들이기 체험행사 2020,1,09/10/2020
ddut5@google.com,128132,가오실공원,1,08/14/2020
xygcme448@google.com,2612816,거차뻘배마을,1,04/03/2021
fwyfdzeb044@google.com,138703,거제도 펜션팔색조,1,06/01/2020
wpgbt50@google.com,2575102,게스트하우스 위드,3,01/22/2021
axvgqqc99@google.com,294390,가섭사,2,12/01/2020
sypwhzr2@google.com,131810,가평베네스트 골프클럽,2,02/04/2021
ziax3@google.com,125563,강화향교,1,08/23/2020
ympnce7058@google.com,131785,경기도종합사격장,1,04/03/2021
wehhvp1974@google.com,137496,강원도치악청소년수련원,1,08/02/2020
zqyypv9@google.com,129917,갤러리 현대,2,02/18/2020
axbm@google.com,131968,강나루래프팅,2,02/21/2020
bkno24@google.com,128199,강동몽돌해변,1,05/19/2020
lrutb436@google.com,1798587,거창사과테마파크,3,05/29/2020
kesdzm7223@google.com,126224,거제도 해금강,1,01/31/2021
odyaawoo4@google.com,125502,강화도,3,06/04/2020
dtyg382@google.com,1884505,가문이오름(감은이오름),1,07/15/2020
bbum@google.com,128759,강릉 심상진가옥,2,10/10/2020
jnexfj8@google.com,772462,강동 화암 주상절리,1,05/16/2020
incdup@google.com,2613900,건강서울페스티벌 2020,3,09/20/2020
wnsp8014@google.com,127938,거제도 포로수용소 유적공원,2,01/01/2021
wpjrzmul387@google.com,2398933,갯마을해변,1,01/27/2020
yyqda5@google.com,2609894,경기전 연가,2,11/19/2020
ajzs3093@google.com,127257,가라산,1,01/03/2020
qjgbo404@google.com,131361,가인리 바다낚시,2,08/22/2020
bibjdsi34@google.com,131974,가지오래프팅,3,08/05/2020
main63@google.com,2659776,경기전 사람들 2020,2,02/08/2020
woqsnh512@google.com,404116,가운데집,2,05/07/2020
fbevak9@google.com,126585,거제 대우조선해양 옥포조선소,2,04/14/2021
fhdfak3@google.com,2685273,가야성,1,03/20/2021
ralpiytn1283@google.com,131089,거제도,3,10/10/2020
xsgqs756@google.com,1756581,강릉 농산물도매시장,2,12/03/2020
imjvk3627@google.com,1579747,거창 동호리 이씨고가,1,01/13/2021
ebcidb33@google.com,127938,거제도 포로수용소 유적공원,3,05/23/2020
main63@google.com,125789,강릉 오죽헌,1,04/22/2020
sfiwnr086@google.com,134946,강서면옥,2,05/27/2020
jjtw898@google.com,130220,가평문화예술회관,2,12/16/2020
jiaf4@google.com,2660543,검무산,1,02/16/2020
cuqyd@google.com,597467,가덕도횟집,1,03/06/2020
yxqwsvf155@google.com,2652903,가쯔야,3,02/10/2020
vrefip@google.com,1608608,거제시장,2,03/11/2020
xzqmzrmi5@google.com,753801,걸포중앙공원,3,03/05/2020
qwwk9364@google.com,125885,각원사,2,05/18/2020
ktkpdvya852@google.com,128481,가야산칠불봉 야생화마을,2,02/15/2020
qsobbn4@google.com,1578267,거창 당동당산,1,08/18/2020
xygcme448@google.com,294489,거동사,1,07/14/2020
bdte2@google.com,2569612,갤러리 마중(GALLERY MAJUNG),1,08/18/2020
xndyydjx0660@google.com,398363,개화옥,3,07/20/2020
aonmqcqc532@google.com,2612816,거차뻘배마을,1,02/20/2021
lykvtgdy219@google.com,128205,간월산 자연휴양림,1,02/09/2021
ldkqbfkh3@google.com,126756,거림계곡,2,04/04/2021
czch5572@google.com,131976,가송래프팅,1,02/06/2020
sbqo91@google.com,130219,강화문예회관,3,01/19/2021
qcqnz@google.com,2685302,강남촌,2,12/04/2020
etltmmuy69@google.com,2381769,거류산&거류산성,2,02/25/2021
gxicu@google.com,1732929,거제섬꽃축제 2020,1,03/16/2021
qsobbn4@google.com,2605187,강릉 대도호부 관아,3,02/11/2020
zjwr@google.com,1889094,가평삼회 생태복원지구,2,03/27/2021
ilsourzv4397@google.com,1610495,강천산계곡,1,12/09/2020
odyaawoo4@google.com,129917,갤러리 현대,1,05/10/2020
xqhi@google.com,2572031,갓바위 산골 순두부,1,11/21/2020
xraafu581@google.com,2702326,건등낚시터,3,08/20/2020
trwq@google.com,125450,감악산(파주),2,12/22/2020
fcvtqrt38@google.com,2400130,갈남항,1,12/01/2020
ziax3@google.com,2029545,강릉교동건어물,1,03/18/2021
hjxh6630@google.com,2702318,거두리낚시터,3,12/03/2020
fsxzqg533@google.com,1254680,갑곶돈대,2,12/10/2020
huwrhd@google.com,131110,가거도,3,12/23/2020
etqudeo8185@google.com,2462890,강북 아리수 정수센터,3,11/11/2020
ixtbfno@google.com,132784,"거진장 / 고성 거진시장 (1, 6일)",2,01/10/2020
hdhvzi7@google.com,126446,가파도,1,03/22/2020
bldpe@google.com,127433,강원도립화목원,2,12/09/2020
lulbmrn3802@google.com,2705052,가족오페라 <마술피리> 2021,2,01/23/2021
dtrei@google.com,2569003,게스트하우스 play at home(플레이앳홈),2,03/11/2021
wnsp8014@google.com,971122,강화 아르미애월드,3,06/28/2020
vxdcfpis1@google.com,2580169,강남면옥,3,05/29/2020
szsinnf6932@google.com,132406,"감곡장 / 감곡시장 (3, 8일)",3,11/14/2020
knhwx9421@google.com,130611,가일미술관,3,03/12/2020
drrva9@google.com,2398443,감추사,2,02/06/2020
wfhu858@google.com,128813,강화 석수문,2,02/27/2021
ttfbyc7682@google.com,2660543,검무산,2,07/03/2020
gbwkgup99@google.com,131110,가거도,1,02/06/2020
hitnkly3860@google.com,1623643,강진군도서관,2,01/13/2020
ngnn6@google.com,1014486,강태분 할머니묵집,3,07/22/2020
nxwr73@google.com,294476,개원사(경기),3,12/03/2020
icaiedrz40@google.com,1749449,거제문화예술회관,2,03/02/2021
tzvnjx6555@google.com,585522,강문해변,1,10/22/2020
aseg@google.com,2664434,감물 및 봉숭아 물들이기 체험행사 2020,1,11/11/2020
agtpbjk7108@google.com,129070,격포마을,1,12/24/2020
lezj1@google.com,858476,거송복어,3,01/27/2020
fjacrs744@google.com,1778079,강진아트홀,1,09/20/2020
mxlwy735@google.com,126346,개암사,1,12/15/2020
nqklgoha1693@google.com,127268,가배량성,3,01/20/2020
hlsoppiy21@google.com,131542,갬주리코지(볼락코지),1,01/17/2021
vynrv5163@google.com,130670,강원종합박물관,1,04/03/2021
trcemms8@google.com,129156,가덕도 등대,2,02/24/2020
kshj7@google.com,127726,거제 둔덕기성.사등성지.오량성,1,04/17/2020
hpcr947@google.com,527227,강천사(제천),1,03/02/2020
fyptel72@google.com,2681494,감골식당,2,04/17/2020
gxmysga3612@google.com,128670,강주연못,2,02/16/2020
mleeyks3@google.com,2681503,감자마을,1,02/03/2020
jkjjws7@google.com,1433504,가경 터미널시장,3,12/22/2020
naksb@google.com,1249666,강화젓갈,3,07/03/2020
xraafu581@google.com,131970,강사랑래프팅,3,03/04/2020
hhvxf7952@google.com,1595441,감로헌,3,05/06/2020
uderstq1230@google.com,2396443,강촌환경생태연못,1,01/04/2021
pwcxm624@google.com,131278,격포방파제낚시,2,08/12/2020
xyatyvq406@google.com,2568267,가시리,2,08/24/2020
bhmqbxt356@google.com,128749,거진항,3,09/05/2020
erphmg7@google.com,1118418,감삼못공원,3,02/15/2020
lmzvn674@google.com,2525533,가마골백숙,3,04/12/2021
kvitbty748@google.com,403194,갯마을풍천장어,3,05/29/2020
naejd7@google.com,128033,거제현 관아,2,05/09/2020
nllp9@google.com,1114686,감곡매괴성모순례지성당,2,06/28/2020
ylnj293@google.com,1052741,가문,1,05/09/2020
tzgas8406@google.com,625698,갤럭시펜션,2,01/31/2021
yawhsc9338@google.com,128961,강변스파랜드,3,01/06/2020
iwswuaaw3432@google.com,2569511,감악산 출렁다리,2,07/26/2020
yyqda5@google.com,2708335,가재와곰펜션 [한국관광 품질인증/Korea Quality],1,01/12/2020
bharx453@google.com,2580169,강남면옥,3,05/04/2020
xqhi@google.com,1820268,가족끼리딸기 캠피닉,3,05/31/2020
ldftnd@google.com,129537,각산,3,03/02/2020
hpdtmaaa52@google.com,1349796,강진 백사어촌체험마을,2,03/06/2021
vbdjzn@google.com,745781,갤러리정,1,05/02/2020
ruhdhzkq358@google.com,128132,가오실공원,2,03/04/2020
